N,WIDTH,HEIGHT,FAMILY,FPGA_PART,Frequency,Latency,DSP,LUT,FF,BRAM
10,320,320,virtex7,xc7vx330tffv1761-3,137,1.222,5,5,3,2
1,512,512,virtex7,xc7vx330tffv1761-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx330tffv1761-3,137,3.062,5,5,3,2
1,1024,1024,virtex7,xc7vx330tffv1761-3,138,21.893,0,1,1,1
10,1024,1024,virtex7,xc7vx330tffv1761-3,137,11.981,5,5,3,2
20,1024,1024,virtex7,xc7vx330tffv1761-3,137,11.981,5,11,3,2
30,1024,1024,virtex7,xc7vx330tffv1761-3,137,11.633,5,14,4,3
1,280,280,virtex7,xc7vx415tffg1157-1,141,1.694,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1157-1,141,2.192,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1157-1,137,1.226,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1157-1,138,5.545,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1157-1,138,3.067,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1157-1,138,21.914,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1157-1,138,11.991,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffg1157-1,137,11.991,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffg1157-1,137,11.643,2,11,0,2
1,280,280,virtex7,xc7vx415tffg1157-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1157-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1157-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1157-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1157-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1157-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1157-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffg1157-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffg1157-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffg1157-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1157-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1157-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1157-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1157-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1157-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1157-2L,143,11.981,2,4,0,1
1,280,280,virtex7,xc7vx415tffg1157-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415tffg1157-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415tffg1157-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415tffg1157-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415tffg1157-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415tffg1157-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415tffg1157-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415tffg1157-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415tffg1157-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415tffg1158-1,141,1.694,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1158-1,141,2.192,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1158-1,137,1.226,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1158-1,138,5.545,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1158-1,138,3.067,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1158-1,138,21.914,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1158-1,138,11.991,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffg1158-1,137,11.991,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffg1158-1,137,11.643,2,11,0,2
1,280,280,virtex7,xc7vx415tffg1158-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1158-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1158-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1158-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1158-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1158-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1158-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffg1158-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffg1158-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffg1158-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1158-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1158-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1158-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1158-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1158-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1158-2L,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffg1158-2L,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffg1158-2L,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffg1158-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415tffg1158-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415tffg1158-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415tffg1158-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415tffg1158-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415tffg1158-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415tffg1158-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415tffg1158-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415tffg1158-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415tffg1927-1,141,1.694,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1927-1,141,2.192,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1927-1,137,1.226,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1927-1,138,5.545,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1927-1,138,3.067,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1927-1,138,21.914,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1927-1,138,11.991,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffg1927-1,137,11.991,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffg1927-1,137,11.643,2,11,0,2
1,280,280,virtex7,xc7vx415tffg1927-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1927-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1927-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1927-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1927-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1927-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1927-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffg1927-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffg1927-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffg1927-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffg1927-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffg1927-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffg1927-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffg1927-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffg1927-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffg1927-2L,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffg1927-2L,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffg1927-2L,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffg1927-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415tffg1927-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415tffg1927-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415tffg1927-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415tffg1927-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415tffg1927-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415tffg1927-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415tffg1927-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415tffg1927-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415tffv1157-1,141,1.694,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1157-1,141,2.192,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1157-1,137,1.226,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1157-1,138,5.545,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1157-1,138,3.067,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1157-1,138,21.914,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1157-1,138,11.991,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1157-1,137,11.991,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1157-1,137,11.643,2,11,0,2
1,280,280,virtex7,xc7vx415tffv1157-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1157-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1157-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1157-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1157-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1157-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1157-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1157-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1157-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffv1157-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1157-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1157-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1157-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1157-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1157-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1157-2L,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1157-2L,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1157-2L,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffv1157-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415tffv1157-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415tffv1157-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415tffv1157-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415tffv1157-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415tffv1157-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415tffv1157-3,137,11.981,2,4,2,1
1,280,280,virtex7,xc7vx415tffv1158-1,141,1.694,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1158-1,141,2.192,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1158-1,137,1.226,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1158-1,138,5.545,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1158-1,138,3.067,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1158-1,138,21.914,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1158-1,138,11.991,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1158-1,137,11.991,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1158-1,137,11.643,2,11,0,2
1,280,280,virtex7,xc7vx415tffv1158-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1158-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1158-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1158-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1158-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1158-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1158-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1158-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1158-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffv1158-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1158-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1158-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1158-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1158-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1158-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1158-2L,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1158-2L,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1158-2L,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffv1158-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415tffv1158-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415tffv1158-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415tffv1158-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415tffv1158-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415tffv1158-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415tffv1158-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415tffv1158-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415tffv1158-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415tffv1927-1,141,1.694,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1927-1,141,2.192,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1927-1,137,1.226,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1927-1,138,5.545,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1927-1,138,3.067,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1927-1,138,21.914,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1927-1,138,11.991,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1927-1,137,11.991,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1927-1,137,11.643,2,11,0,2
1,280,280,virtex7,xc7vx415tffv1927-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1927-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1927-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1927-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1927-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1927-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1927-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1927-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1927-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffv1927-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415tffv1927-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415tffv1927-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415tffv1927-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415tffv1927-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415tffv1927-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415tffv1927-2L,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415tffv1927-2L,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415tffv1927-2L,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415tffv1927-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415tffv1927-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415tffv1927-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415tffv1927-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415tffv1927-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415tffv1927-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415tffv1927-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415tffv1927-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415tffv1927-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415t_CIVffg1157-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffg1157-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffg1157-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffg1157-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffg1157-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1157-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1157-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415t_CIVffg1157-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415t_CIVffg1157-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415t_CIVffg1157-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffg1157-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffg1157-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffg1157-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffg1157-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1157-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1157-2L,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415t_CIVffg1157-2L,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415t_CIVffg1157-2L,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415t_CIVffg1157-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415t_CIVffg1157-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415t_CIVffg1157-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415t_CIVffg1157-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415t_CIVffg1157-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1157-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1157-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415t_CIVffg1157-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415t_CIVffg1157-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415t_CIVffg1158-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffg1158-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffg1158-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffg1158-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffg1158-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1158-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1158-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415t_CIVffg1158-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415t_CIVffg1158-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415t_CIVffg1158-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffg1158-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffg1158-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffg1158-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffg1158-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1158-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1158-2L,143,11.981,2,4,0,1
1,280,280,virtex7,xc7vx415t_CIVffg1158-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415t_CIVffg1158-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415t_CIVffg1158-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415t_CIVffg1158-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415t_CIVffg1158-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1158-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1158-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415t_CIVffg1158-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415t_CIVffg1158-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415t_CIVffg1927-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffg1927-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffg1927-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffg1927-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffg1927-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1927-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1927-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415t_CIVffg1927-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415t_CIVffg1927-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415t_CIVffg1927-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffg1927-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffg1927-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffg1927-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffg1927-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1927-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1927-2L,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415t_CIVffg1927-2L,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415t_CIVffg1927-2L,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415t_CIVffg1927-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415t_CIVffg1927-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415t_CIVffg1927-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415t_CIVffg1927-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415t_CIVffg1927-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415t_CIVffg1927-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415t_CIVffg1927-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415t_CIVffg1927-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415t_CIVffg1927-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415t_CIVffv1157-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffv1157-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffv1157-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffv1157-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffv1157-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffv1157-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffv1157-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415t_CIVffv1157-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415t_CIVffv1157-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415t_CIVffv1157-2L,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffv1157-2L,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffv1157-2L,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffv1157-2L,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffv1157-2L,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffv1157-2L,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffv1157-2L,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415t_CIVffv1157-2L,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415t_CIVffv1157-2L,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415t_CIVffv1157-3,157,1.691,0,0,1,0
1,320,320,virtex7,xc7vx415t_CIVffv1157-3,157,2.189,0,0,1,0
10,320,320,virtex7,xc7vx415t_CIVffv1157-3,137,1.222,2,4,2,1
1,512,512,virtex7,xc7vx415t_CIVffv1157-3,138,5.535,0,0,1,1
10,512,512,virtex7,xc7vx415t_CIVffv1157-3,137,3.062,2,4,2,1
1,1024,1024,virtex7,xc7vx415t_CIVffv1157-3,138,21.893,0,0,1,1
10,1024,1024,virtex7,xc7vx415t_CIVffv1157-3,137,11.981,2,4,2,1
20,1024,1024,virtex7,xc7vx415t_CIVffv1157-3,137,11.981,2,8,2,1
30,1024,1024,virtex7,xc7vx415t_CIVffv1157-3,137,11.633,2,11,3,2
1,280,280,virtex7,xc7vx415t_CIVffv1158-2,147,1.691,0,0,0,0
1,320,320,virtex7,xc7vx415t_CIVffv1158-2,147,2.189,0,0,0,0
10,320,320,virtex7,xc7vx415t_CIVffv1158-2,143,1.222,2,4,0,1
1,512,512,virtex7,xc7vx415t_CIVffv1158-2,142,5.54,0,0,0,1
10,512,512,virtex7,xc7vx415t_CIVffv1158-2,143,3.062,2,4,0,1
1,1024,1024,virtex7,xc7vx415t_CIVffv1158-2,143,21.903,0,0,0,1
10,1024,1024,virtex7,xc7vx415t_CIVffv1158-2,143,11.981,2,4,0,1
20,1024,1024,virtex7,xc7vx415t_CIVffv1158-2,143,11.981,2,8,0,1
30,1024,1024,virtex7,xc7vx415t_CIVffv1158-2,143,11.633,2,12,0,2
1,280,280,virtex7,xc7vx415t_CIVffv1158-2L,147,1.691,0,0,0,0
